A549AMG0.1rep1.htseq	A549AMG0.1rep2.htseq	A549AMG0.1rep3.htseq	A549AMG0.1rep4.htseq	A549DMSOrep1.htseq	A549DMSOrep2.htseq	A549DMSOrep3.htseq	A549DMSOrep4.htseq
UBD	0	2	0	0	0	0	4	0
UBE2A	520	601	927	730	295	649	756	845
UBE2B	150	184	309	201	51	180	186	268
UBE2C	150	193	306	277	451	1148	1572	2180
UBE2D1	130	175	280	272	88	179	163	237
UBE2D2	604	723	1032	853	261	799	1024	1168
UBE2D3	603	830	1095	818	390	862	1065	1261
UBE2D4	217	251	298	259	37	172	206	253
UBE2DNL	0	0	0	0	0	0	0	0
UBE2E1	762	953	1341	881	138	734	857	1052
UBE2E1-AS1	0	0	0	0	0	0	0	4
UBE2E2	219	279	481	343	55	237	234	280
UBE2E3	186	247	367	301	121	313	381	468
UBE2E4P	1	4	1	4	1	3	2	5
UBE2F	298	337	451	310	80	274	268	415
UBE2F-SCLY	1	0	0	0	0	0	0	0
UBE2G1	207	212	305	308	199	263	322	461
UBE2G2	592	823	1050	915	275	715	1025	1216
UBE2H	2524	3460	4003	3278	648	1719	1904	2559
UBE2I	2372	3041	3904	3265	960	2852	3310	4406
UBE2J1	209	236	314	201	88	264	286	402
UBE2J2	661	776	1190	1044	251	543	712	890
UBE2K	324	350	635	397	290	392	479	631
UBE2L3	1920	2466	3197	2446	647	2181	2654	3519
UBE2L6	1285	1643	2189	1942	288	779	1074	1365
UBE2M	2773	3660	5225	4339	1076	2583	3400	4277
UBE2MP1	73	101	75	150	30	42	60	88
UBE2N	835	983	1409	1085	380	1139	1215	1717
UBE2NL	0	7	3	5	2	2	1	1
UBE2O	893	1156	1522	1442	398	1039	1202	1578
UBE2Q1	1447	1979	2479	1955	415	1462	1411	1859
UBE2Q1-AS1	0	2	2	3	0	1	2	3
UBE2Q2	73	129	152	153	86	170	186	191
UBE2Q2L	3	6	3	1	0	5	2	2
UBE2Q2P1	17	14	20	19	8	6	3	28
UBE2Q2P2	0	2	2	0	0	2	0	0
UBE2QL1	17	28	27	22	5	8	17	23
UBE2R2	1218	1585	1881	1616	658	1478	1567	2015
UBE2S	1932	2505	3182	3138	2814	5016	6078	7800
UBE2T	146	121	182	138	130	395	458	600
UBE2U	1	0	0	0	0	0	0	0
UBE2V1	165	187	251	217	42	180	237	263
UBE2V2	174	179	218	197	57	255	247	276
UBE2W	11	31	39	32	15	26	17	22
UBE2Z	2359	2956	3387	2887	969	2540	3002	3650
UBE3A	77	122	112	68	82	112	118	161
UBE3B	722	855	1241	1018	210	801	844	1049
UBE3C	914	1312	1501	1204	469	1317	1596	2165
UBE3D	53	65	71	46	10	63	96	80
UBE4A	73	101	145	71	62	171	158	242
UBE4B	369	509	561	469	231	580	614	770
UBFD1	1056	1388	1819	1502	365	1402	1585	1844
UBIAD1	286	364	564	391	91	323	416	608
UBL3	57	74	118	103	47	89	89	125
UBL4A	927	1401	1774	1573	402	901	1239	1566
UBL4B	0	0	0	2	0	0	0	0
UBL5	1096	1359	1859	1475	498	879	1186	1497
UBL7	476	771	998	927	195	467	615	762
UBL7-AS1	10	22	23	6	3	15	12	22
UBLCP1	118	121	220	132	38	118	99	197
UBN1	684	819	1071	888	285	771	955	1259
UBN2	25	68	91	41	27	46	54	90
UBOX5	234	305	410	260	54	164	213	298
UBOX5-AS1	0	1	0	1	0	0	0	0
UBP1	295	361	500	358	201	660	811	1007
UBQLN1	594	728	962	799	480	1164	1421	1712
UBQLN2	504	649	1053	695	285	739	875	1153
UBQLN3	0	0	0	0	0	0	0	0
UBQLN4	1096	1374	1874	1509	465	1292	1554	2006
UBQLNL	2	1	5	5	0	6	0	0
UBR1	51	74	100	68	38	81	72	100
UBR2	149	204	236	162	71	165	165	218
UBR3	20	43	34	22	24	154	54	110
UBR4	2270	3133	3709	3221	663	2149	2658	3243
UBR5	187	200	306	186	233	410	439	556
UBR5-AS1	1	18	15	15	1	5	2	8
UBR7	113	118	230	164	106	359	397	575
UBTD1	521	738	987	961	205	319	473	598
UBTD2	75	133	116	71	40	151	156	182
UBTF	1277	1809	2080	2009	870	2106	2547	3169
UBTFL1	0	0	0	0	0	0	0	0
UBXN1	1733	2180	2842	2694	442	1094	1273	1659
UBXN10	0	6	1	1	0	0	0	1
UBXN10-AS1	0	0	0	0	0	0	0	0
UBXN11	105	148	195	194	49	89	164	221
UBXN2A	173	306	322	316	96	230	295	319
UBXN2B	23	71	64	45	26	88	80	100
UBXN4	296	354	460	334	174	389	408	474
UBXN6	978	1384	1960	1972	340	742	877	1082
UBXN7	41	42	79	34	25	53	53	63
UBXN8	66	52	96	59	33	77	87	96
UCA1	0	0	5	1	0	0	0	0
UCHL1	12344	16986	21288	18688	4824	9478	11927	15127
UCHL1-AS1	0	1	0	0	0	0	0	0
UCHL3	188	215	229	179	54	209	221	234
UCHL5	71	77	150	84	73	132	162	170
UCK1	490	616	806	744	159	403	529	649
UCK2	1085	1478	1848	1516	592	1471	1703	2210
UCKL1	237	331	496	418	134	316	367	473
UCKL1-AS1	9	1	4	6	1	8	9	8
UCMA	0	0	0	0	0	0	0	0
UCN	24	32	39	37	7	12	16	18
UCN2	82	116	209	135	15	58	46	75
UCN3	0	0	0	0	0	1	1	0
UCP1	0	1	0	0	0	0	0	1
UCP2	1020	1389	1776	1507	158	477	629	858
UCP3	20	44	37	36	12	15	16	30
UEVLD	46	62	92	62	23	82	75	106
UFC1	1317	1558	1899	1532	294	980	1293	1458
UFD1L	1158	1596	1966	1553	418	1218	1531	2005
UFL1	19	34	65	32	29	48	43	101
UFM1	396	521	823	514	82	375	442	588
UFSP1	90	83	146	128	21	63	65	71
UFSP2	80	91	122	108	57	98	94	151
UG0898H09	2	1	0	0	0	1	0	0
UGCG	23	58	49	54	19	45	43	72
UGDH	1202	1469	2207	1493	853	2372	2614	3469
UGDH-AS1	14	35	27	37	4	21	13	14
UGGT1	1408	1967	2415	1720	440	1364	1423	1919
UGGT2	31	41	54	47	15	50	43	36
UGP2	208	277	387	234	123	279	286	368
UGT1A1	19	12	31	22	8	30	22	41
UGT1A10	0	0	1	1	0	0	1	0
UGT1A3	0	0	2	0	0	0	1	0
UGT1A4	0	0	0	0	0	0	0	0
UGT1A5	0	1	0	0	1	0	0	0
UGT1A6	11	3	11	9	1	10	9	12
UGT1A7	57	65	72	58	21	41	43	69
UGT1A8	1	7	5	0	4	5	0	0
UGT1A9	86	78	121	50	56	98	110	129
UGT2A1	0	0	0	0	0	0	0	0
UGT2A2	0	0	0	0	0	0	0	0
UGT2A3	0	0	0	0	0	0	0	0
UGT2B10	0	0	1	0	1	2	0	1
UGT2B11	3	0	1	3	1	1	6	1
UGT2B15	0	0	0	0	0	0	0	0
UGT2B17	0	0	0	0	0	0	0	0
UGT2B28	0	0	0	3	0	0	0	0
UGT2B4	0	0	1	0	0	0	0	1
UGT2B7	19	17	40	34	1	6	14	19
UGT3A1	0	0	0	0	0	0	0	0
UGT3A2	0	0	0	0	0	0	0	0
UGT8	0	1	0	0	0	0	0	2
UHMK1	60	99	132	87	44	108	140	149
UHRF1	123	179	223	170	310	705	878	1007
UHRF1BP1	87	134	181	130	65	207	281	364
UHRF1BP1L	38	12	25	25	25	51	36	30
UHRF2	61	70	114	65	98	181	145	171
UIMC1	295	435	589	398	186	419	493	706
ULBP1	70	124	121	104	45	119	149	156
ULBP2	119	118	150	139	25	49	80	67
ULBP3	61	67	123	82	16	60	52	74
ULK1	1447	2035	2843	2542	753	1679	2064	2407
ULK2	106	174	264	213	89	237	309	363
ULK3	800	1127	1338	1394	306	740	944	1104
ULK4	11	40	65	22	10	12	20	25
ULK4P1	0	0	0	0	0	0	0	0
ULK4P2	0	0	0	0	0	0	0	0
ULK4P3	2	3	19	15	3	8	2	8
UMAD1	55	72	64	62	25	68	45	89
UMOD	0	0	0	0	0	0	0	0
UMODL1	0	0	0	0	0	0	1	0
UMODL1-AS1	0	0	0	0	0	0	0	0
UMPS	396	543	699	506	178	571	693	820
UNC119	646	708	1190	878	155	473	662	752
UNC119B	280	296	429	332	137	333	411	544
UNC13A	9	34	27	28	2	9	6	15
UNC13B	609	741	948	771	182	532	696	908
UNC13C	0	0	0	0	0	0	0	0
UNC13D	52	65	123	88	11	47	55	120
UNC45A	2184	3043	3852	3761	924	1917	2345	3087
UNC45B	0	0	0	1	0	0	0	0
UNC50	106	175	210	195	56	110	159	213
UNC5A	16	19	51	33	4	9	12	9
UNC5B	30	49	37	55	1	8	16	18
UNC5B-AS1	2	10	14	10	0	1	0	0
UNC5C	3	3	0	2	0	1	3	2
UNC5CL	4	3	13	2	5	10	14	17
UNC5D	22	11	33	17	2	15	9	19
UNC79	3	7	3	11	1	0	1	8
UNC80	0	1	0	0	0	1	0	1
UNC93A	1	1	0	0	2	0	0	0
UNC93B1	788	964	1570	1344	295	596	802	1110
UNCX	1	0	0	0	0	0	0	0
UNG	279	417	493	406	289	872	1035	1225
UNK	288	439	587	503	109	343	423	537
UNKL	371	514	739	709	250	559	688	795
UNQ6494	0	1	0	0	0	0	0	0
UOX	0	0	0	0	0	0	0	0
UPB1	0	5	1	1	0	0	0	0
UPF1	951	1338	1886	1576	474	1235	1439	1758
UPF2	239	297	381	275	128	497	431	497
UPF3A	454	492	743	530	179	415	468	593
UPF3B	296	349	449	345	121	334	348	495
UPK1A	5	26	19	21	3	10	10	3
UPK1A-AS1	3	2	2	7	5	2	2	2
UPK1B	11	12	15	12	16	46	33	63
UPK2	17	20	17	8	1	6	5	6
UPK3A	0	0	0	0	0	0	0	0
UPK3B	51	91	90	107	33	32	78	67
UPK3BL	4	43	3	6	1	2	20	18
UPP1	442	574	830	787	227	458	576	824
UPP2	1	0	0	0	0	0	0	0
UPRT	58	72	127	82	17	103	81	106
UQCC1	711	846	1165	966	170	542	613	791
UQCC2	568	751	857	728	170	472	554	701
UQCC3	440	666	883	937	470	606	696	946
UQCR10	1024	1251	1867	1540	285	932	1334	1626
UQCR11	1881	2534	3639	3238	987	1409	1662	2367
UQCRB	217	297	297	293	413	282	279	275
UQCRBP1	2	10	2	4	2	5	2	1
UQCRC1	2981	4062	5289	4568	1211	2371	3029	3966
UQCRC2	1169	1155	1990	1351	604	1661	1673	2094
UQCRFS1	1583	1792	3030	2133	1265	2546	2663	3306
UQCRH	1847	2183	2540	2238	624	1679	2152	2721
UQCRHL	206	294	238	371	71	194	312	299
UQCRQ	1876	2365	3170	2588	912	1425	1882	2238
URAD	0	0	0	0	0	0	0	0
URAHP	7	17	25	23	3	7	12	11
URB1	539	755	937	845	198	601	791	1028
URB1-AS1	99	126	217	191	23	60	68	114
URB2	185	247	293	277	98	369	453	500
URGCP	688	987	1157	1123	274	641	792	933
URGCP-MRPS24	2	0	3	3	1	0	0	1
URI1	563	738	932	659	490	694	907	1194
URM1	1114	1773	2165	1913	532	1176	1517	1989
UROC1	0	0	0	0	0	3	0	0
UROD	1013	1409	1724	1410	253	616	693	1071
UROS	904	1172	1788	1488	246	606	682	880
USB1	2144	3101	4282	3277	463	1867	2352	2798
USE1	234	294	334	345	46	134	179	238
USF1	661	918	1286	1010	169	619	837	841
USF2	3718	5579	6303	6228	1169	2660	3473	4246
USF3	5	35	19	13	12	13	29	24
USH1C	6	2	4	18	1	0	1	7
USH1G	0	1	1	2	0	1	0	0
USH2A	0	0	5	0	0	0	0	0
USHBP1	0	2	1	2	1	1	0	0
USMG5	954	1212	1556	1192	382	938	1061	1526
USO1	293	316	425	229	104	310	276	336
USP1	15	18	24	24	35	75	74	72
USP10	726	945	1283	968	444	1346	1594	1931
USP11	2223	3210	3840	3470	793	1791	2438	2873
USP12	32	34	58	44	28	70	79	80
USP12-AS1	0	0	0	0	0	0	0	0
USP12-AS2	1	7	2	4	0	0	1	2
USP13	140	185	223	136	80	250	292	325
USP14	111	152	195	215	171	212	226	272
USP15	15	25	36	18	27	45	44	33
USP16	33	52	64	44	38	94	66	93
USP17L1	0	0	0	1	0	0	0	0
USP17L10	0	0	0	0	0	0	0	0
USP17L11	0	0	0	0	0	0	0	0
USP17L12	0	0	0	0	0	0	0	0
USP17L13	0	0	0	0	0	0	0	0
USP17L15	0	0	0	0	0	0	0	0
USP17L17	0	0	0	0	0	0	0	0
USP17L18	0	0	0	0	0	0	0	0
USP17L19	0	0	0	0	0	0	0	0
USP17L2	0	0	0	0	0	0	0	0
USP17L20	0	0	0	0	0	0	0	0
USP17L21	0	0	0	0	0	0	0	0
USP17L22	0	0	0	0	0	0	0	0
USP17L24	0	0	0	0	0	0	0	0
USP17L25	0	0	0	0	0	0	0	0
USP17L26	0	0	0	0	0	0	0	0
USP17L27	0	0	0	0	0	0	0	0
USP17L28	0	0	0	0	0	0	0	0
USP17L29	0	0	0	0	0	0	0	0
USP17L3	0	0	0	0	0	0	0	0
USP17L30	0	0	0	0	0	0	0	0
USP17L4	0	0	0	0	0	0	0	0
USP17L5	0	0	0	0	0	0	0	0
USP17L6P	0	0	0	0	0	0	0	0
USP17L7	0	0	0	1	0	0	0	0
USP17L8	0	0	0	0	0	0	0	0
USP17L9P	0	0	0	0	0	0	0	0
USP18	112	126	162	137	36	93	138	136
USP19	654	990	1304	1093	270	604	819	1120
USP2	15	28	36	21	2	19	12	13
USP2-AS1	7	5	7	5	0	1	12	6
USP20	307	375	540	481	81	203	264	349
USP21	372	432	597	466	170	382	341	578
USP22	4376	6170	7885	6642	1843	5246	6677	8404
USP24	323	444	574	385	91	446	548	783
USP25	15	43	49	19	40	69	38	47
USP26	0	0	0	0	0	0	0	0
USP27X	122	161	245	180	27	115	125	187
USP27X-AS1	10	6	23	10	3	6	30	15
USP28	176	248	317	237	84	275	330	412
USP29	0	0	2	2	0	0	1	1
USP3	222	343	471	330	122	416	473	597
USP3-AS1	4	10	19	5	1	11	8	10
USP30	184	206	284	193	30	154	167	280
USP30-AS1	2	3	9	2	1	2	0	0
USP31	185	254	269	220	80	246	280	319
USP32	526	730	927	696	276	653	641	868
USP32P1	92	109	133	131	23	87	82	142
USP32P2	7	17	10	7	5	7	12	16
USP33	58	62	120	63	28	74	86	98
USP34	201	235	410	261	172	334	317	404
USP35	131	227	226	207	43	106	112	180
USP36	745	1137	1279	1259	394	945	1190	1463
USP37	38	35	47	58	29	79	63	93
USP38	55	103	96	88	26	57	94	119
USP39	684	933	1218	1077	455	985	1165	1513
USP4	244	377	452	357	75	232	307	475
USP40	532	793	1016	915	234	463	591	760
USP42	198	254	329	273	132	196	208	283
USP43	67	70	92	101	28	30	76	101
USP44	4	2	0	1	0	0	0	0
USP45	11	16	27	22	0	11	18	19
USP46	55	98	59	61	16	69	139	119
USP46-AS1	7	16	9	10	0	14	12	11
USP47	170	158	240	199	125	191	197	255
USP48	117	122	222	174	121	235	177	203
USP49	30	35	71	52	5	18	35	63
USP5	1860	2571	3203	2919	930	2218	2884	3512
USP50	0	0	1	0	0	0	0	0
USP51	23	21	37	34	3	25	21	19
USP53	8	13	18	13	5	16	15	30
USP54	197	193	250	201	56	254	335	371
USP6	4	17	10	11	3	7	10	7
USP6NL	116	178	239	186	71	254	258	267
USP7	763	1079	1359	967	547	1152	1187	1524
USP8	222	264	403	263	134	392	430	568
USP9X	841	1041	1405	977	315	949	970	1230
USP9Y	20	27	49	34	7	17	17	36
USPL1	27	31	45	26	7	60	56	70
UST	189	283	299	238	42	108	195	210
UST-AS1	0	1	0	0	0	0	0	0
UTAT33	2	3	8	4	1	0	2	4
UTF1	0	0	1	0	0	0	0	0
UTP11L	173	209	355	250	140	226	277	334
UTP14A	1077	1287	1583	1391	459	1179	1498	1786
UTP14C	104	115	115	133	45	161	169	257
UTP15	116	125	148	100	41	137	160	206
UTP18	217	337	362	389	232	357	446	454
UTP20	264	254	381	312	195	405	471	560
UTP23	76	102	124	93	16	103	112	125
UTP3	263	261	289	310	133	269	320	391
UTP4	871	987	1663	952	450	1137	1287	1678
UTP6	406	553	636	543	247	455	568	648
UTRN	112	164	198	113	62	230	212	307
UTS2	0	0	0	0	0	0	0	0
UTS2B	1	1	0	0	0	1	0	1
UTS2R	1	7	1	0	0	1	0	1
UTY	16	4	23	7	2	8	9	12
UVRAG	193	339	322	262	91	266	339	376
UVSSA	49	85	85	79	22	60	83	108
UXS1	1136	1274	1870	1460	314	933	1101	1417
UXT	621	761	1208	718	173	494	613	789
UXT-AS1	0	1	0	0	0	0	0	0
VAC14	1293	1711	2325	1934	339	889	1154	1432
VAC14-AS1	2	0	4	7	0	4	8	5
VAMP1	56	79	105	96	15	91	107	145
VAMP2	395	545	697	540	72	329	489	533
VAMP3	731	846	1159	882	317	512	657	845
VAMP4	6	7	43	9	12	8	24	25
VAMP5	11	6	6	3	7	4	12	11
VAMP7	1	0	1	0	1	1	0	0
VAMP8	76	90	105	91	12	53	59	58
VANGL1	145	190	331	192	98	339	437	500
VANGL2	89	131	225	164	11	49	57	62
VAPA	342	461	719	531	227	416	476	630
VAPB	526	730	898	712	300	669	867	1121
VARS	1	5	2	2	0	3	2	2
VARS2	19	25	47	16	1	7	26	24
VASH1	210	287	318	252	70	120	184	228
VASH2	6	8	15	5	6	7	12	18
VASN	271	385	485	519	70	196	184	281
VASP	1942	2717	3572	3130	670	1663	1991	2525
VAT1	12977	18619	21498	18935	3239	8572	11073	13654
VAT1L	0	0	0	0	0	0	0	1
VAV1	153	172	277	225	46	62	116	145
VAV2	549	764	978	742	217	632	744	1015
VAV3	15	27	31	13	10	29	27	51
VAV3-AS1	0	0	0	0	0	0	0	0
VAX1	12	31	37	41	10	12	13	29
VAX2	60	85	128	182	20	51	76	60
VBP1	60	87	103	74	48	87	158	163
VCAM1	1	15	4	3	2	7	4	1
VCAN	608	862	1172	757	233	671	795	986
VCL	1465	1985	2688	1935	1034	3307	3963	5008
VCP	9232	13084	14645	13834	3753	8720	10952	13779
VCPIP1	42	38	78	34	21	35	73	71
VCPKMT	5	17	21	21	14	25	25	11
VCX	0	0	1	0	2	0	1	0
VCX2	0	0	0	0	0	0	0	0
VCX3A	0	0	1	0	0	0	0	0
VCX3B	0	0	0	0	1	0	1	0
VCY	0	0	0	0	0	0	0	0
VCY1B	0	0	0	0	0	0	0	0
VDAC1	2023	2739	3341	2702	1169	2872	3636	4513
VDAC2	1402	1832	2535	1862	460	1607	1943	2541
VDAC3	867	1021	1433	1062	872	1253	1317	1449
VDR	343	557	702	488	89	324	327	461
VEGFA	631	925	1258	952	332	785	1001	1238
VEGFB	1043	1304	1835	1574	362	721	963	1193
VEGFC	245	253	417	326	69	127	139	246
VENTX	0	0	0	1	0	0	0	0
VENTXP1	0	0	0	0	0	0	0	0
VENTXP7	0	0	0	0	0	0	0	0
VEPH1	4	0	8	5	0	10	4	11
VEZF1	222	254	296	251	137	397	437	546
VEZT	383	464	536	380	180	408	376	483
VGF	407	556	694	644	172	223	283	324
VGLL1	0	0	0	0	0	0	0	0
VGLL2	0	0	0	0	0	0	0	0
VGLL3	29	70	94	68	31	48	51	75
VGLL4	301	328	483	362	100	229	263	361
VHL	1143	1687	1781	1540	385	975	1135	1529
VHLL	2	0	1	0	0	0	1	0
VIL1	0	0	0	0	0	0	0	0
VILL	1	0	3	3	0	0	1	1
VIM	14895	19146	25732	20261	5938	18170	21423	28140
VIM-AS1	0	6	1	0	1	0	0	0
VIMP	574	822	981	810	220	543	628	755
VIP	0	0	0	0	0	0	0	0
VIPAS39	377	389	612	370	114	350	457	608
VIPR1	8	2	13	11	0	11	16	19
VIPR1-AS1	0	0	0	0	0	0	0	0
VIPR2	4	1	3	0	0	1	0	0
VIT	1	0	3	1	3	1	0	0
VKORC1	1444	1694	2320	2042	624	1329	1714	2209
VKORC1L1	496	714	865	750	213	674	960	1195
VLDLR	280	399	522	415	205	520	598	724
VLDLR-AS1	2	10	9	6	0	5	1	10
VMA21	271	491	618	461	158	405	555	652
VMAC	35	33	51	47	8	10	12	46
VMO1	9	25	10	20	9	14	16	11
VMP1	1040	1310	1604	1238	366	1133	1393	1933
VN1R1	4	8	13	4	0	3	1	3
VN1R10P	0	0	0	0	0	0	1	0
VN1R2	0	0	0	0	0	0	0	0
VN1R4	0	0	0	0	0	0	0	0
VN1R5	0	0	1	0	0	0	0	0
VNN1	12	17	5	6	0	3	1	1
VNN2	0	2	0	0	1	1	0	1
VNN3	3	10	0	4	0	0	0	0
VOPP1	923	1213	1679	1206	400	1009	1265	1728
VPRBP	157	225	260	206	97	313	278	381
VPREB1	0	0	0	0	0	0	0	0
VPREB3	10	8	18	28	0	3	7	15
VPS11	498	692	881	732	122	365	442	587
VPS13A	70	80	118	75	29	101	112	113
VPS13A-AS1	0	0	0	0	0	0	0	0
VPS13B	188	200	296	197	43	152	241	281
VPS13C	196	283	440	302	88	315	276	447
VPS13D	319	471	586	427	121	357	459	592
VPS16	752	1008	1322	1177	210	625	738	937
VPS18	1007	1444	1797	1772	339	852	1027	1311
VPS25	1026	1324	1816	1464	306	986	1211	1382
VPS26A	73	84	101	66	121	177	140	196
VPS26B	380	532	730	603	142	517	530	692
VPS28	1430	1949	2691	2360	409	866	1103	1419
VPS29	169	188	234	165	110	218	247	348
VPS33A	490	698	752	642	111	495	577	667
VPS33B	423	559	694	577	97	374	421	592
VPS35	653	804	1153	686	340	976	974	1051
VPS36	154	175	252	170	56	138	181	252
VPS37A	147	228	305	264	110	184	204	219
VPS37B	714	1134	1394	1351	333	599	770	860
VPS37C	380	589	734	662	122	319	412	448
VPS37D	188	222	316	297	36	77	99	107
VPS39	718	859	1092	986	261	720	799	1023
VPS41	274	469	521	383	95	336	350	523
VPS45	289	268	438	314	109	319	340	400
VPS4A	1664	2224	2884	2430	545	1599	1983	2522
VPS4B	130	214	241	200	118	243	305	282
VPS50	22	28	37	53	28	47	40	39
VPS51	854	1254	1663	1649	450	937	1013	1287
VPS52	1	7	1	3	1	1	1	3
VPS53	1113	1424	1849	1501	394	1148	1351	1743
VPS54	15	37	24	22	41	36	20	32
VPS72	900	1140	1428	1313	326	774	940	1310
VPS8	277	354	404	318	86	227	269	252
VPS9D1	259	327	483	435	85	118	143	203
VPS9D1-AS1	228	328	459	445	160	271	426	460
VRK1	10	8	18	13	60	60	64	83
VRK2	163	201	260	184	118	244	181	271
VRK3	689	996	1176	1053	199	649	830	918
VRTN	0	0	0	0	0	0	0	1
VSIG1	14	9	15	15	0	2	2	2
VSIG10	148	213	270	234	63	240	241	315
VSIG10L	236	238	403	336	72	225	221	328
VSIG2	0	3	0	0	0	1	0	1
VSIG4	1	0	5	5	0	0	0	0
VSIG8	2	1	1	5	1	0	2	1
VSNL1	0	0	0	0	0	0	0	0
VSTM1	0	2	3	3	0	0	0	0
VSTM2A	0	0	0	0	0	0	1	0
VSTM2A-OT1	0	0	0	0	0	0	0	0
VSTM2B	1	0	0	0	0	0	0	0
VSTM2L	278	326	464	456	35	86	118	136
VSTM4	48	39	46	49	5	19	21	32
VSTM5	0	0	0	0	0	0	0	0
VSX1	21	23	25	26	6	11	11	24
VSX2	0	0	1	0	0	0	1	1
VTA1	220	242	354	172	67	221	275	366
VTCN1	0	0	1	0	0	1	0	1
VTI1A	261	379	422	301	70	240	253	382
VTI1B	778	941	1243	992	291	851	938	1264
VTN	1300	1510	2150	1931	159	358	471	633
VTRNA1-1	0	0	0	0	0	0	0	0
VTRNA1-2	0	0	0	0	0	0	0	0
VTRNA1-3	0	0	0	0	0	0	0	0
VTRNA2-1	1	0	0	0	0	0	0	0
VWA1	285	452	576	483	175	280	358	365
VWA2	1	2	2	1	1	0	0	0
VWA3A	0	0	3	0	0	0	0	1
VWA3B	0	1	0	1	0	1	0	0
VWA5A	10	9	27	22	10	8	14	20
VWA5B1	0	0	1	0	0	0	0	1
VWA5B2	15	30	45	46	12	12	8	19
VWA7	0	0	0	1	0	0	0	0
VWA8	64	112	210	127	29	170	121	215
VWA8-AS1	0	0	0	0	0	0	1	0
VWA9	609	754	1009	813	352	880	1019	1244
VWC2	0	0	0	0	0	0	0	0
VWC2L	0	0	0	0	0	0	0	1
VWC2L-IT1	0	0	0	0	0	0	0	0
VWCE	30	63	76	51	2	8	11	12
VWDE	4	17	8	15	1	9	7	8
VWF	9	6	13	3	1	64	2	5
WAC	270	365	587	322	157	525	608	753
WAC-AS1	161	252	283	261	66	137	167	198
WAPL	112	121	158	92	93	185	168	216
WARS	3062	3970	5330	4063	712	2422	2900	3745
WARS2	54	79	74	65	21	70	93	110
WARS2-IT1	0	0	0	0	0	0	0	0
WAS	18	30	30	31	2	9	11	8
WASF1	120	162	186	159	50	158	204	281
WASF2	1049	1465	1876	1566	466	1345	1739	2171
WASF3	6	6	12	5	1	6	0	5
WASH1	157	216	222	243	54	143	115	169
WASH2P	141	172	248	208	49	112	117	123
WASH3P	134	208	227	225	38	93	124	150
WASH5P	0	0	1	0	0	0	1	0
WASH7P	134	236	262	359	91	155	162	159
WASIR2	0	4	6	2	0	2	0	3
WASL	57	60	173	82	50	145	194	245
WBP1	220	429	519	598	134	167	184	189
WBP11	698	774	1197	814	317	1182	1370	1726
WBP11P1	1	5	1	1	4	1	0	2
WBP1L	836	1045	1528	1236	253	716	1046	1101
WBP2	3434	4746	6845	6228	790	2124	2712	3118
WBP2NL	0	0	0	2	0	0	1	0
WBP4	47	70	84	77	43	55	73	99
WBP5	924	1131	1364	1068	307	709	840	1080
WBSCR16	396	557	716	502	298	592	658	757
WBSCR17	1	7	5	5	1	1	1	1
WBSCR22	1621	2024	2520	2348	594	1348	1693	2196
WBSCR27	168	212	288	300	57	91	64	97
WBSCR28	7	3	2	1	0	0	0	4
WDFY1	102	157	184	174	38	173	231	273
WDFY2	122	115	171	205	57	130	185	221
WDFY3	164	244	346	182	75	250	258	328
WDFY3-AS2	0	9	11	15	2	3	14	13
WDFY4	0	0	1	0	0	0	1	0
WDHD1	11	15	13	15	61	83	90	122
WDPCP	13	13	40	34	15	19	20	48
WDR1	5044	6564	9009	7558	2124	5322	6981	8619
WDR11	317	405	561	359	188	449	531	600
WDR11-AS1	0	0	0	3	0	0	0	2
WDR12	214	216	305	225	150	261	224	324
WDR13	1010	1380	1805	1722	289	648	884	1049
WDR17	4	13	16	7	5	18	15	21
WDR18	541	783	994	1064	269	608	781	921
WDR19	112	87	128	104	36	95	106	137
WDR20	180	266	379	245	74	255	300	398
WDR24	240	326	467	460	121	245	296	371
WDR25	271	406	560	499	55	118	159	233
WDR26	559	726	848	605	178	481	587	705
WDR27	41	35	98	56	9	37	46	61
WDR3	207	262	258	214	182	379	410	478
WDR31	105	150	188	123	18	88	132	131
WDR33	558	644	961	774	249	746	868	1038
WDR34	1076	1497	1847	1951	819	1560	1998	2506
WDR35	40	55	94	44	25	107	100	145
WDR36	26	44	79	43	45	73	71	133
WDR37	104	141	161	103	44	119	143	205
WDR38	0	8	1	3	0	0	3	0
WDR4	146	188	258	239	88	201	259	310
WDR41	266	310	511	379	150	284	337	409
WDR43	419	507	733	616	327	648	870	911
WDR44	25	43	71	51	26	89	80	102
WDR45	902	1254	1737	1399	199	574	739	1027
WDR45B	1291	1563	2303	1741	449	1311	1662	2118
WDR46	5	9	4	11	0	2	10	6
WDR47	31	38	56	14	21	52	37	52
WDR48	396	413	580	463	132	438	486	593
WDR49	0	0	0	0	0	0	0	0
WDR5	538	864	977	954	412	1156	1216	1514
WDR53	78	108	56	76	39	53	83	165
WDR54	565	667	877	796	163	468	751	948
WDR55	351	450	578	512	104	381	479	601
WDR59	558	811	900	761	144	543	623	829
WDR5B	23	57	63	61	17	31	38	65
WDR6	1689	2157	2879	2548	689	1725	2277	2868
WDR60	211	234	324	347	99	185	249	331
WDR61	316	402	604	492	186	455	507	647
WDR62	122	160	202	169	399	931	1162	1543
WDR63	65	78	102	52	2	10	16	48
WDR64	0	0	0	0	0	0	0	0
WDR66	39	41	63	51	6	21	18	58
